mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__bootstrap,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.35701236724853513,0.023553748721276822,0.021142339706420897,0.0023618302270334885,True,10,2,5,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.930466312691154,0.8790916606536227,0.9082148648341191,0.8954611613689725,0.8864394548207691,0.8999346908737275,0.018095894466579342,119
0.6647759914398194,0.03385563246530237,0.029497814178466798,0.005190591427272143,True,10,2,5,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 400}",0.9267645894595935,0.8792560766075124,0.9045733287557727,0.892602917062282,0.8825885780666524,0.8971570979903627,0.017233879035834575,136
1.3865636825561523,0.027717925662567876,0.04921121597290039,0.003958859214246756,True,10,2,5,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 800}",0.9190638702738481,0.8898728581829406,0.9043574433148382,0.8883973235145113,0.8792035131339759,0.8961790016840228,0.013993522004020945,144
0.3425163269042969,0.01094377334536783,0.017158651351928712,0.002936638029872926,True,10,2,10,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}",0.9340892263422286,0.8798395861453889,0.9007343572697424,0.8921383227264564,0.8795830192455932,0.8972769023458819,0.020053127878265565,135
0.6903845787048339,0.016354460376016223,0.03374037742614746,0.007659189726087764,True,10,2,10,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 400}",0.9191948574301516,0.8864349378620842,0.8972816015501042,0.8918676808127471,0.8827112639400116,0.8954980683190197,0.012833870953971718,151
1.3098801612854003,0.0575370665078424,0.04676814079284668,0.0063753114613294085,True,10,2,10,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 800}",0.9228439860792802,0.8938915978710585,0.8936694269651715,0.8921782165854678,0.8826460239951679,0.897045850299229,0.013549481231366903,137
0.35848069190979004,0.012451550363307024,0.023044490814208986,0.002815177149840397,True,10,4,2,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.9227365019217318,0.8740993810038317,0.9007846435543784,0.8922841675258001,0.8683345235523553,0.8916478435116195,0.019503077341400728,161
0.6600713729858398,0.039053696504109024,0.034911298751831056,0.00667264133127438,True,10,4,2,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__n_estimators': 400}",0.9262830908341745,0.8891640174161409,0.9007846435543784,0.8846781160185244,0.8861471512666378,0.8974114038179712,0.01550478921924277,133
1.3189876556396485,0.018572566293687774,0.05150418281555176,0.003315326571013126,True,10,4,2,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__n_estimators': 800}",0.919136842021259,0.8932675349692148,0.9007846435543784,0.8885316396727545,0.8829110736723911,0.8969263467779995,0.012557694409605708,138
0.33042473793029786,0.008740246700447249,0.02159600257873535,0.0011163936908773352,True,10,4,5,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.9227365019217318,0.8740993810038317,0.9007846435543784,0.8922841675258001,0.8683345235523553,0.8916478435116195,0.019503077341400728,161
0.6526227951049804,0.014750267990876963,0.029819440841674805,0.0022669706169521488,True,10,4,5,400,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__n_estimators': 400}",0.9262830908341745,0.8891640174161409,0.9007846435543784,0.8846781160185244,0.8861471512666378,0.8974114038179712,0.01550478921924277,133
1.2939610481262207,0.038361823423282794,0.04772477149963379,0.0021996625529428133,True,10,4,5,800,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__n_estimators': 800}",0.919136842021259,0.8932675349692148,0.9007846435543784,0.8885316396727545,0.8829110736723911,0.8969263467779995,0.012557694409605708,138
0.35898923873901367,0.03540911981634993,0.02579188346862793,0.0077600542810696855,True,10,4,10,200,"{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 10, 'clf__n_estimators': 200}",0.9200088820895317,0.8817886841818565,0.894343462118692,0.8885668941550279,0.8790583384570929,0.8927532522004402,0.014633496753623193,156
